CAFE, SHOP, YES, 148, 2, .014, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 15, 20, 5.64, , N, 1.92, .25, .007, 1, 14, 63, 5.00, , N, 1.92, .15, .100, 1
CAFE, SIDEWALK, YES, 148, 2, .014, .021, 0.0000, 0.0000, 0, 3, 0.0, 0, 15, 20, 5.64, , N, 1.92, .25, .007, 1, 16, 26, 5.93, , N, 1.43, .50, .044, 1
CAFETERIA, FOOD, YES, 150, 89, .593, 0.000, .0620, .0124, 6, 1, 2.0, 0, 9, 15, ¥, , N, 2.00, .13, .001, 1, 18, 147, 5.84, , N, 1.69, .63, .203, 1
CAFETERIA, LUNCH, YES, 150, 20, .133, 0.000, .0080, .1241, 3, 1, 3.0, 2, 9, 15, ¥, , N, 2.00, .13, .001, 1, 17, 33, 5.46, , N, 1.88, .59, .053, 1
CAFETERIA, RESTAURANT, YES, 150, 6, .040, 0.000, .0010, .2811, 1, 1, 3.0, 2, 9, 15, ¥, , N, 2.00, .13, .001, 1, 12, 41, 6.83, , N, 2.25, .33, .009, 1
CAFETERIA, EAT, YES, 150, 4, .027, 0.000, .2580, .2425, 4, 1, 1.0, 0, 9, 15, ¥, , N, 2.00, .13, .001, 1, 11, 61, 4.75, , N, 1.20, .70, .181, 1
CAFETERIA, SCHOOL, YES, 150, 3, .020, 0.000, .0020, 0.0000, 1, 1, 0.0, 0, 9, 15, ¥, , N, 2.00, .13, .001, 1, 22, 492, 5.25, T, N, 3.35, .70, .086, 1
CAFETERIA, CAFE, YES, 150, 2, .013, 0.000, .0010, .1042, 1, 1, 4.0, 3, 9, 15, ¥, , N, 2.00, .13, .001, 1, 15, 20, 5.64, , N, 1.92, .25, .007, 1
CAFETERIA, MESS, YES, 150, 2, .013, 0.000, 0.0000, .0125, 0, 1, 1.0, 1, 9, 15, ¥, , N, 2.00, .13, .001, 1, 18, 22, 3.75, T, N, 1.67, .13, .006, 1
CAFETERIA, MORRISON'S, NO, 150, 2, .013, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 9, 15, ¥, , N, 2.00, .13, .001, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAFETERIA, TRAY, YES, 150, 2, .013, .061, 0.0000, .1172, 0, 1, 2.0, 2, 9, 15, ¥, , N, 2.00, .13, .001, 1, 19, 18, 5.86, , N, 1.78, .17, .001, 1
CAFFEINE, COFFEE, YES, 146, 72, .493, .076, .0080, .0093, 1, 4, 1.0, 0, 13, 0, ¥, , N, 1.11, .22, .038, 1, 13, 78, 6.43, , N, 1.08, .46, .214, 1
CAFFEINE, COKE, YES, 146, 27, .185, 0.000, .0110, .0140, 2, 4, 3.0, 1, 13, 0, ¥, , N, 1.11, .22, .038, 1, 9, 4, 5.68, , N, 1.57, .71, .047, 1
CAFFEINE, SODA, YES, 146, 8, .055, 0.000, .0300, .0364, 2, 4, 3.0, 0, 13, 0, ¥, , N, 1.11, .22, .038, 1, 12, 3, 5.96, , N, 1.80, .70, .227, 1
CAFFEINE, HYPER, YES, 146, 7, .048, 0.000, 0.0000, 0.0000, 0, 4, 0.0, 0, 13, 0, ¥, , N, 1.11, .22, .038, 1, 19, 0, ¥, , N, .81, .25, .007, 1
CAFFEINE, DRUG, YES, 146, 4, .027, 0.000, .0070, .0026, 1, 4, 1.0, 0, 13, 0, ¥, , N, 1.11, .22, .038, 1, 20, 24, 5.54, G, N, 1.80, .65, .078, 1
CAFFEINE, FREE, YES, 146, 3, .021, 0.000, 0.0000, 0.0000, 0, 4, 0.0, 0, 13, 0, ¥, , N, 1.11, .22, .038, 1, 26, 260, 3.24, T, AJ, 1.04, .38, .008, 1
CAFFEINE, TEA, YES, 146, 3, .021, 0.000, .2180, .1819, 1, 4, 1.0, 0, 13, 0, ¥, , N, 1.11, .22, .038, 1, 11, 28, 6.05, , N, .80, .30, .166, 1
CAFFEINE, COLA, NO, 146, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 13, 0, ¥, , N, 1.11, .22, .038, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAFFEINE, GOOD, YES, 146, 2, .014, 0.000, 0.0000, 0.0000, 0, 4, 0.0, 0, 13, 0, ¥, , N, 1.11, .22, .038, 1, 8, 807, 2.53, , AJ, .75, .75, .586, 1
CAFFEINE, JOLT, NO, 146, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 13, 0, ¥, , N, 1.11, .22, .038, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAFFEINE, MOUNTAIN DEW, NO, 146, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 13, 0, ¥, , N, 1.11, .22, .038, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAFFEINE, PEPSI, YES, 146, 2, .014, .014, .0600, .0037, 2, 4, 1.0, 0, 13, 0, ¥, , N, 1.11, .22, .038, 1, 5, 0, ¥, , N, .80, .40, .002, 1
CAFFEINE, STIMULANT, NO, 146, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 13, 0, ¥, , N, 1.11, .22, .038, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAGE, ANIMAL, YES, 143, 42, .294, .011, .0200, .0038, 5, 3, 3.0, 0, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 28, 68, 5.65, , N, 1.81, .74, .053, 1
CAGE, BIRD, YES, 143, 24, .168, .015, .0060, .0118, 2, 3, 1.0, 0, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 23, 31, 5.77, , N, 1.45, .68, .198, 1
CAGE, BAR, YES, 143, 9, .063, 0.000, .0130, 0.0000, 2, 3, 0.0, 0, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 13, 82, 6.40, N, N, 2.23, .46, .013, 1
CAGE, JAIL, YES, 143, 9, .063, 0.000, .0240, .0244, 2, 3, 5.0, 3, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 15, 21, 5.84, , N, 2.36, .43, .148, 1
CAGE, PRISON, YES, 143, 7, .049, 0.000, .0170, .0360, 2, 3, 4.0, 1, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 17, 42, 6.62, , N, 2.38, .50, .123, 1
CAGE, LION, YES, 143, 5, .035, 0.000, .0070, .0188, 2, 3, 1.0, 0, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 15, 17, 6.14, , N, 1.75, .83, .151, 1
CAGE, WIRE, YES, 143, 5, .035, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 20, 42, 5.81, , N, .63, .42, .012, 1
CAGE, TRAP, YES, 143, 4, .028, .038, 0.0000, .0112, 0, 3, 1.0, 1, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 18, 20, ¥, G, N, 1.38, .25, .009, 1
CAGE, ENCLOSE, NO, 143, 3, .021, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 9, 5.88, , N, 1.47, .33, .008, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
CAGE, HOLD, YES, 143, 3, .021, 0.000, 0.0000, 0.0000, 0, 3, 0.0, 0, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 17, 169, 4.08, W, V, 1.69, .63, .094, 1
CAGE, LOCK, YES, 143, 3, .021, 0.000, .0040, 0.0000, 1, 3, 0.0, 0, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 14, 23, 5.02, N, N, 2.08, .46, .122, 1
CAGE, CELL, YES, 143, 2, .014, 0.000, .0090, .0184, 2, 3, 2.0, 0, 18, 9, 5.88, , N, 1.47, .33, .008, 1, 16, 65, 6.63, N, N, 1.14, .64, .032, 1
CAGE, CONFINE, NO, 143, 2, .014, ¥, ¥, ¥, ¥, ¥, ¥, ¥, 18, 9, 5.88, , N, 1.47, .33, .008, 1, ¥, ¥, ¥, , , ¥, ¥, ¥, 0
